Index,Region/Country/Area,Year,Series,Value
1261,Greece,2019,Lower secondary education,0.96
1262,Greece,2020,Lower secondary education,0.97
1263,Greece,1995,Upper secondary education,1.01
1264,Greece,2005,Upper secondary education,0.96
1265,Greece,2010,Upper secondary education,0.99
1266,Greece,2015,Upper secondary education,0.91
1267,Greece,2019,Upper secondary education,0.94
1268,Greece,2020,Upper secondary education,0.94
1269,Grenada,1995,Primary education,0.92
1270,Grenada,2005,Primary education,0.97
1271,Grenada,2010,Primary education,0.96
1272,Grenada,2015,Primary education,0.96
1273,Grenada,2005,Lower secondary education,0.96
1274,Grenada,2010,Lower secondary education,0.93
1275,Grenada,2015,Lower secondary education,0.91
1276,Grenada,2020,Lower secondary education,0.97
1277,Grenada,2005,Upper secondary education,1.15
1278,Grenada,2010,Upper secondary education,1.26
1279,Grenada,2015,Upper secondary education,1.1
1280,Grenada,2020,Upper secondary education,1.15
1281,Guatemala,1995,Primary education,0.87
1282,Guatemala,2005,Primary education,0.94
1283,Guatemala,2010,Primary education,0.98
1284,Guatemala,2015,Primary education,0.97
1285,Guatemala,2019,Primary education,0.98
1286,Guatemala,2020,Primary education,0.98
1287,Guatemala,2021,Primary education,0.98
1288,Guatemala,2005,Lower secondary education,0.88
1289,Guatemala,2010,Lower secondary education,0.91
1290,Guatemala,2015,Lower secondary education,0.9
1291,Guatemala,2019,Lower secondary education,0.91
1292,Guatemala,2020,Lower secondary education,0.93
1293,Guatemala,2021,Lower secondary education,0.96
1294,Guatemala,2005,Upper secondary education,1.02
1295,Guatemala,2010,Upper secondary education,1.01
1296,Guatemala,2015,Upper secondary education,1.03
1297,Guatemala,2019,Upper secondary education,1.07
1298,Guatemala,2020,Upper secondary education,1.08
1299,Guatemala,2021,Upper secondary education,1.13
1300,Guinea,1995,Primary education,0.51
1301,Guinea,2005,Primary education,0.8
1302,Guinea,2010,Primary education,0.82
1303,Guinea,2015,Primary education,0.81
1304,Guinea,2019,Primary education,0.84
1305,Guinea,2020,Primary education,0.85
1306,Guinea,2005,Lower secondary education,0.51
1307,Guinea,2015,Lower secondary education,0.67
1308,Guinea,2019,Lower secondary education,0.72
1309,Guinea,2020,Lower secondary education,0.72
1310,Guinea,2005,Upper secondary education,0.44
1311,Guinea,2015,Upper secondary education,0.62
1312,Guinea,2019,Upper secondary education,0.71
1313,Guinea,2020,Upper secondary education,0.73
1314,Guinea-Bissau,1995,Primary education,0.57
1315,Guinea-Bissau,2010,Primary education,0.93
1316,Guyana,1995,Primary education,0.97
1317,Guyana,2005,Primary education,1
1318,Guyana,2010,Primary education,0.97
1319,Guyana,2005,Lower secondary education,1.02
1320,Guyana,2010,Lower secondary education,1.03
1321,Guyana,2005,Upper secondary education,1.05
1322,Guyana,2010,Upper secondary education,1.06
1323,Haiti,1995,Primary education,0.95
1324,Honduras,1995,Primary education,1.01
1325,Honduras,2005,Primary education,1
1326,Honduras,2010,Primary education,1
1327,Honduras,2021,Primary education,1.02
1328,Honduras,2005,Lower secondary education,1.19
1329,Honduras,2010,Lower secondary education,1.14
1330,Honduras,2010,Upper secondary education,1.39
1331,Hungary,1995,Primary education,0.99
1332,Hungary,2005,Primary education,0.98
1333,Hungary,2010,Primary education,0.99
1334,Hungary,2015,Primary education,1
1335,Hungary,2019,Primary education,0.99
1336,Hungary,2020,Primary education,0.98
1337,Hungary,2005,Lower secondary education,0.98
1338,Hungary,2010,Lower secondary education,0.97
1339,Hungary,2015,Lower secondary education,0.99
1340,Hungary,2019,Lower secondary education,1
1341,Hungary,2020,Lower secondary education,1
1342,Hungary,1995,Upper secondary education,1.09
1343,Hungary,2005,Upper secondary education,1
1344,Hungary,2010,Upper secondary education,1
1345,Hungary,2015,Upper secondary education,1.02
1346,Hungary,2019,Upper secondary education,1
1347,Hungary,2020,Upper secondary education,0.99
1348,Iceland,1995,Primary education,1
1349,Iceland,2005,Primary education,0.98
1350,Iceland,2010,Primary education,1.01
1351,Iceland,2015,Primary education,1
1352,Iceland,2019,Primary education,1
1353,Iceland,2020,Primary education,1.01
1354,Iceland,2005,Lower secondary education,1
1355,Iceland,2010,Lower secondary education,0.99
1356,Iceland,2015,Lower secondary education,1.01
1357,Iceland,2019,Lower secondary education,0.99
1358,Iceland,2020,Lower secondary education,0.98
1359,Iceland,1995,Upper secondary education,0.96
1360,Iceland,2005,Upper secondary education,1.03
1361,Iceland,2010,Upper secondary education,1.03
1362,Iceland,2015,Upper secondary education,1.01
1363,Iceland,2019,Upper secondary education,0.96
1364,Iceland,2020,Upper secondary education,0.95
1365,India,1995,Primary education,0.83
1366,India,2010,Primary education,1.03
1367,India,2015,Primary education,1.04
1368,India,2019,Primary education,1.02
1369,India,2020,Primary education,1.02
1370,India,2021,Primary education,1.02
1371,India,2005,Lower secondary education,0.89
1372,India,2010,Lower secondary education,0.97
1373,India,2015,Lower secondary education,1.06
1374,India,2019,Lower secondary education,1.04
1375,India,2020,Lower secondary education,1.04
1376,India,2021,Lower secondary education,1.04
1377,India,1995,Upper secondary education,0.56
1378,India,2005,Upper secondary education,0.77
1379,India,2010,Upper secondary education,0.9
1380,India,2015,Upper secondary education,0.98
1381,India,2019,Upper secondary education,0.99
1382,India,2020,Upper secondary education,0.95
1383,India,2021,Upper secondary education,0.91
1384,Indonesia,1995,Primary education,0.97
1385,Indonesia,2005,Primary education,0.97
1386,Indonesia,2010,Primary education,1.03
1387,Indonesia,2015,Primary education,0.97
1388,Indonesia,2005,Lower secondary education,1.02
1389,Indonesia,2010,Lower secondary education,1.03
1390,Indonesia,2015,Lower secondary education,1.04
1391,Indonesia,1995,Upper secondary education,0.84
1392,Indonesia,2005,Upper secondary education,0.95
1393,Indonesia,2010,Upper secondary education,0.98
1394,Indonesia,2015,Upper secondary education,0.96
1395,Iran (Islamic Republic of),1995,Primary education,0.92
1396,Iran (Islamic Republic of),2005,Primary education,0.97
1397,Iran (Islamic Republic of),2010,Primary education,0.98
1398,Iran (Islamic Republic of),2015,Primary education,1.06
1399,Iran (Islamic Republic of),2019,Primary education,1.06
1400,Iran (Islamic Republic of),2020,Primary education,1.06
1401,Iran (Islamic Republic of),2005,Lower secondary education,0.9
1402,Iran (Islamic Republic of),2010,Lower secondary education,0.93
1403,Iran (Islamic Republic of),2019,Lower secondary education,0.97
1404,Iran (Islamic Republic of),2020,Lower secondary education,0.98
1405,Iran (Islamic Republic of),2005,Upper secondary education,1.03
1406,Iran (Islamic Republic of),2010,Upper secondary education,0.94
1407,Iran (Islamic Republic of),2020,Upper secondary education,1
1408,Ireland,1995,Primary education,1
1409,Ireland,2005,Primary education,1
1410,Ireland,2010,Primary education,1
1411,Ireland,2015,Primary education,1
1412,Ireland,2019,Primary education,1
1413,Ireland,2020,Primary education,1
1414,Ireland,2005,Lower secondary education,1.04
1415,Ireland,2010,Lower secondary education,1.02
1416,Ireland,2015,Lower secondary education,1
1417,Ireland,2019,Lower secondary education,1.02
1418,Ireland,2020,Lower secondary education,1.03
1419,Ireland,1995,Upper secondary education,1.11
1420,Ireland,2005,Upper secondary education,1.15
1421,Ireland,2010,Upper secondary education,1.12
1422,Ireland,2015,Upper secondary education,1.06
1423,Ireland,2019,Upper secondary education,1.16
1424,Ireland,2020,Upper secondary education,1.17
1425,Israel,2005,Primary education,1.01
1426,Israel,2010,Primary education,1
1427,Israel,2015,Primary education,1.01
1428,Israel,2019,Primary education,1.01
1429,Israel,2020,Primary education,1.01
1430,Israel,2005,Lower secondary education,1.01
1431,Israel,2010,Lower secondary education,1.03
1432,Israel,2015,Lower secondary education,1
1433,Israel,2019,Lower secondary education,1.01
1434,Israel,2020,Lower secondary education,1.01
1435,Israel,2005,Upper secondary education,0.98
1436,Israel,2010,Upper secondary education,1.02
1437,Israel,2015,Upper secondary education,1.02
1438,Israel,2019,Upper secondary education,1.02
1439,Israel,2020,Upper secondary education,1.02
1440,Italy,1995,Primary education,0.99
1441,Italy,2005,Primary education,0.99
1442,Italy,2010,Primary education,0.99
1443,Italy,2015,Primary education,1
1444,Italy,2019,Primary education,0.98
1445,Italy,2020,Primary education,1
1446,Italy,2005,Lower secondary education,0.97
1447,Italy,2010,Lower secondary education,0.97
1448,Italy,2015,Lower secondary education,0.98
1449,Italy,2019,Lower secondary education,0.97
1450,Italy,2020,Lower secondary education,0.98
1451,Italy,1995,Upper secondary education,1.02
1452,Italy,2005,Upper secondary education,1.01
1453,Italy,2010,Upper secondary education,1
1454,Italy,2015,Upper secondary education,1.01
1455,Italy,2019,Upper secondary education,1
1456,Italy,2020,Upper secondary education,0.99
1457,Jamaica,2005,Primary education,1
1458,Jamaica,2005,Lower secondary education,1.01
1459,Jamaica,2005,Upper secondary education,1.16
1460,Jamaica,2010,Upper secondary education,1.2
1461,Jamaica,2015,Upper secondary education,1.06
1462,Jamaica,2019,Upper secondary education,1.03
1463,Jamaica,2020,Upper secondary education,1.03
1464,Jamaica,2021,Upper secondary education,1.05
1465,Japan,1995,Primary education,1
1466,Japan,2015,Primary education,1
1467,Japan,2019,Primary education,1
1468,Japan,2020,Primary education,1
1469,Japan,2015,Lower secondary education,1
1470,Japan,2019,Lower secondary education,1
1471,Japan,2020,Lower secondary education,1
1472,Japan,1995,Upper secondary education,1.03
1473,Japan,2015,Upper secondary education,1.01
1474,Japan,2019,Upper secondary education,1
1475,Japan,2020,Upper secondary education,1
1476,Jordan,1995,Primary education,1.01
1477,Jordan,2005,Primary education,1.01
1478,Jordan,2010,Primary education,0.98
1479,Jordan,2019,Primary education,0.98
1480,Jordan,2020,Primary education,0.99
1481,Jordan,2021,Primary education,0.99
1482,Jordan,2005,Lower secondary education,1.02
1483,Jordan,2010,Lower secondary education,1
1484,Jordan,2019,Lower secondary education,1
1485,Jordan,2020,Lower secondary education,1
1486,Jordan,2021,Lower secondary education,1
1487,Jordan,2005,Upper secondary education,1.06
1488,Jordan,2010,Upper secondary education,1.14
1489,Jordan,2019,Upper secondary education,1.11
1490,Jordan,2020,Upper secondary education,1.11
1491,Jordan,2021,Upper secondary education,1.08
1492,Kazakhstan,1995,Primary education,1.01
1493,Kazakhstan,2005,Primary education,1
1494,Kazakhstan,2010,Primary education,1.01
1495,Kazakhstan,2015,Primary education,1
1496,Kazakhstan,2019,Primary education,1.02
1497,Kazakhstan,2020,Primary education,1
1498,Kazakhstan,2005,Lower secondary education,0.98
1499,Kazakhstan,2010,Lower secondary education,0.99
1500,Kazakhstan,2015,Lower secondary education,1.01
1501,Kazakhstan,2019,Lower secondary education,1.01
1502,Kazakhstan,2020,Lower secondary education,1
1503,Kazakhstan,2010,Upper secondary education,1.03
1504,Kazakhstan,2015,Upper secondary education,1.09
1505,Kazakhstan,2019,Upper secondary education,1.01
1506,Kazakhstan,2020,Upper secondary education,1
1507,Kenya,1995,Primary education,0.98
1508,Kenya,2005,Primary education,0.96
1509,Kenya,2015,Primary education,1
1510,Kenya,2019,Primary education,0.97
1511,Kenya,2005,Lower secondary education,0.98
1512,Kenya,2015,Lower secondary education,1.01
1513,Kenya,2005,Upper secondary education,0.89
1514,Kiribati,1995,Primary education,1.03
1515,Kiribati,2005,Primary education,1.01
1516,Kiribati,2010,Primary education,1.08
1517,Kiribati,2015,Primary education,1.02
1518,Kiribati,2020,Primary education,1.06
1519,Kiribati,2005,Lower secondary education,1.09
1520,Kiribati,2015,Lower secondary education,1.16
1521,Kiribati,2020,Lower secondary education,1.06
1522,Kiribati,2005,Upper secondary education,1.26
1523,Kuwait,1995,Primary education,1.01
1524,Kuwait,2005,Primary education,1.04
1525,Kuwait,2010,Primary education,0.98
1526,Kuwait,2015,Primary education,1.03
1527,Kuwait,2019,Primary education,1.15
1528,Kuwait,2020,Primary education,1.13
1529,Kuwait,2021,Primary education,1.15
1530,Kuwait,2005,Lower secondary education,1.08
1531,Kuwait,2010,Lower secondary education,0.98
1532,Kuwait,2005,Upper secondary education,1.1
1533,Kuwait,2010,Upper secondary education,1.08
1534,Kyrgyzstan,1995,Primary education,1.02
1535,Kyrgyzstan,2005,Primary education,0.98
1536,Kyrgyzstan,2010,Primary education,0.99
1537,Kyrgyzstan,2015,Primary education,0.99
1538,Kyrgyzstan,2019,Primary education,0.99
1539,Kyrgyzstan,2020,Primary education,1
1540,Kyrgyzstan,2021,Primary education,1
1541,Kyrgyzstan,2005,Lower secondary education,1
1542,Kyrgyzstan,2010,Lower secondary education,0.99
1543,Kyrgyzstan,2015,Lower secondary education,1
1544,Kyrgyzstan,2019,Lower secondary education,0.99
1545,Kyrgyzstan,2020,Lower secondary education,0.99
1546,Kyrgyzstan,2021,Lower secondary education,1
1547,Kyrgyzstan,2005,Upper secondary education,1.03
1548,Kyrgyzstan,2010,Upper secondary education,1.01
1549,Kyrgyzstan,2015,Upper secondary education,1.06
1550,Kyrgyzstan,2019,Upper secondary education,1.03
1551,Kyrgyzstan,2020,Upper secondary education,1.03
1552,Kyrgyzstan,2021,Upper secondary education,1.02
1553,Lao People's Dem. Rep.,1995,Primary education,0.81
1554,Lao People's Dem. Rep.,2005,Primary education,0.87
1555,Lao People's Dem. Rep.,2010,Primary education,0.91
1556,Lao People's Dem. Rep.,2015,Primary education,0.95
1557,Lao People's Dem. Rep.,2019,Primary education,0.97
1558,Lao People's Dem. Rep.,2020,Primary education,0.97
1559,Lao People's Dem. Rep.,2021,Primary education,0.97
1560,Lao People's Dem. Rep.,2005,Lower secondary education,0.78
1561,Lao People's Dem. Rep.,2010,Lower secondary education,0.83
1562,Lao People's Dem. Rep.,2015,Lower secondary education,0.93
1563,Lao People's Dem. Rep.,2019,Lower secondary education,0.96
1564,Lao People's Dem. Rep.,2020,Lower secondary education,0.97
1565,Lao People's Dem. Rep.,2021,Lower secondary education,0.98
1566,Lao People's Dem. Rep.,2005,Upper secondary education,0.71
1567,Lao People's Dem. Rep.,2010,Upper secondary education,0.81
1568,Lao People's Dem. Rep.,2015,Upper secondary education,0.89
1569,Lao People's Dem. Rep.,2019,Upper secondary education,0.89
1570,Lao People's Dem. Rep.,2020,Upper secondary education,0.89
1571,Lao People's Dem. Rep.,2021,Upper secondary education,0.89
1572,Latvia,1995,Primary education,0.97
1573,Latvia,2005,Primary education,0.98
1574,Latvia,2010,Primary education,0.98
1575,Latvia,2015,Primary education,1
1576,Latvia,2019,Primary education,1
1577,Latvia,2020,Primary education,1
1578,Latvia,2005,Lower secondary education,0.96
1579,Latvia,2010,Lower secondary education,0.96
1580,Latvia,2015,Lower secondary education,0.97
1581,Latvia,2019,Lower secondary education,0.99
1582,Latvia,2020,Lower secondary education,0.99
1583,Latvia,1995,Upper secondary education,1.21
1584,Latvia,2005,Upper secondary education,1.04
1585,Latvia,2010,Upper secondary education,1.01
1586,Latvia,2015,Upper secondary education,0.99
1587,Latvia,2019,Upper secondary education,1.01
1588,Latvia,2020,Upper secondary education,1.02
1589,Lesotho,1995,Primary education,1.11
1590,Lesotho,2005,Primary education,0.99
1591,Lesotho,2010,Primary education,0.96
1592,Lesotho,2015,Primary education,0.95
1593,Lesotho,2019,Primary education,0.95
1594,Lesotho,2005,Lower secondary education,1.3
1595,Lesotho,2010,Lower secondary education,1.4
1596,Lesotho,2015,Lower secondary education,1.34
1597,Lesotho,2005,Upper secondary education,1.16
1598,Lesotho,2010,Upper secondary education,1.35
1599,Lesotho,2015,Upper secondary education,1.34
1600,Liberia,2015,Primary education,0.9
1601,Liberia,2020,Primary education,1
1602,Liberia,2015,Lower secondary education,0.79
1603,Liberia,2020,Lower secondary education,0.98
1604,Liberia,2015,Upper secondary education,0.74
1605,Liberia,2020,Upper secondary education,0.97
1606,Libya,2005,Primary education,0.99
1607,Libya,2005,Lower secondary education,1.01
1608,Libya,2005,Upper secondary education,1.44
1609,Liechtenstein,2005,Primary education,0.92
1610,Liechtenstein,2010,Primary education,0.94
1611,Liechtenstein,2015,Primary education,0.98
1612,Liechtenstein,2019,Primary education,1
1613,Liechtenstein,2020,Primary education,0.97
1614,Liechtenstein,2021,Primary education,0.98
1615,Liechtenstein,2005,Lower secondary education,1.01
1616,Liechtenstein,2010,Lower secondary education,1
1617,Liechtenstein,2015,Lower secondary education,0.92
1618,Liechtenstein,2019,Lower secondary education,0.98
1619,Liechtenstein,2020,Lower secondary education,0.97
1620,Liechtenstein,2021,Lower secondary education,0.97
1621,Liechtenstein,2005,Upper secondary education,0.74
1622,Liechtenstein,2010,Upper secondary education,0.7
1623,Liechtenstein,2015,Upper secondary education,0.66
1624,Liechtenstein,2019,Upper secondary education,0.77
1625,Liechtenstein,2020,Upper secondary education,0.76
1626,Liechtenstein,2021,Upper secondary education,0.75
1627,Lithuania,1995,Primary education,0.97
1628,Lithuania,2005,Primary education,0.99
1629,Lithuania,2010,Primary education,0.99
1630,Lithuania,2015,Primary education,1
1631,Lithuania,2019,Primary education,1
1632,Lithuania,2020,Primary education,1
1633,Lithuania,2005,Lower secondary education,0.98
1634,Lithuania,2010,Lower secondary education,0.97
1635,Lithuania,2015,Lower secondary education,0.96
1636,Lithuania,2019,Lower secondary education,0.98
1637,Lithuania,2020,Lower secondary education,0.98
1638,Lithuania,2005,Upper secondary education,1.05
1639,Lithuania,2010,Upper secondary education,1.01
1640,Lithuania,2015,Upper secondary education,0.95
1641,Lithuania,2019,Upper secondary education,0.95
1642,Lithuania,2020,Upper secondary education,0.96
1643,Luxembourg,2005,Primary education,1
1644,Luxembourg,2010,Primary education,1.01
1645,Luxembourg,2015,Primary education,1
1646,Luxembourg,2019,Primary education,0.99
1647,Luxembourg,2020,Primary education,0.99
1648,Luxembourg,2005,Lower secondary education,1.02
1649,Luxembourg,2010,Lower secondary education,1.02
1650,Luxembourg,2015,Lower secondary education,1.02
1651,Luxembourg,2019,Lower secondary education,0.93
1652,Luxembourg,2020,Lower secondary education,0.93
1653,Luxembourg,1995,Upper secondary education,0.94
1654,Luxembourg,2005,Upper secondary education,1.09
1655,Luxembourg,2010,Upper secondary education,1.04
1656,Luxembourg,2015,Upper secondary education,1.06
1657,Luxembourg,2019,Upper secondary education,1.06
1658,Luxembourg,2020,Upper secondary education,1.05
1659,Madagascar,1995,Primary education,1.04
1660,Madagascar,2005,Primary education,0.96
1661,Madagascar,2010,Primary education,0.98
1662,Madagascar,2015,Primary education,1
1663,Madagascar,2019,Primary education,1.02
1664,Madagascar,2005,Lower secondary education,0.98
1665,Madagascar,2015,Lower secondary education,1.01
1666,Madagascar,2019,Lower secondary education,1.06
1667,Madagascar,2005,Upper secondary education,0.89
1668,Madagascar,2015,Upper secondary education,0.93
1669,Madagascar,2019,Upper secondary education,0.99
1670,Malawi,1995,Primary education,0.9
1671,Malawi,2005,Primary education,1.01
1672,Malawi,2010,Primary education,1.02
1673,Malawi,2015,Primary education,1.02
1674,Malawi,2019,Primary education,1.03
1675,Malawi,2021,Primary education,1.06
1676,Malawi,2005,Lower secondary education,0.81
1677,Malawi,2010,Lower secondary education,0.92
1678,Malawi,2015,Lower secondary education,0.93
1679,Malawi,2019,Lower secondary education,0.82
1680,Malawi,2021,Lower secondary education,1.06
1681,Malawi,2005,Upper secondary education,0.67
1682,Malawi,2010,Upper secondary education,0.72
1683,Malawi,2015,Upper secondary education,0.83
1684,Malawi,2019,Upper secondary education,0.9
1685,Malawi,2021,Upper secondary education,0.93
1686,Malaysia,1995,Primary education,1
1687,Malaysia,2005,Primary education,1
1688,Malaysia,2010,Primary education,1.01
1689,Malaysia,2015,Primary education,1.01
1690,Malaysia,2019,Primary education,1.01
1691,Malaysia,2020,Primary education,1.01
1692,Malaysia,2021,Primary education,1.01
1693,Malaysia,2005,Lower secondary education,1.02
1694,Malaysia,2010,Lower secondary education,1.02
1695,Malaysia,2015,Lower secondary education,1.04
1696,Malaysia,2019,Lower secondary education,1.02
1697,Malaysia,2020,Lower secondary education,1.02
1698,Malaysia,2021,Lower secondary education,1.01
1699,Malaysia,2005,Upper secondary education,1.22
1700,Malaysia,2010,Upper secondary education,1.16
1701,Malaysia,2015,Upper secondary education,1.14
1702,Malaysia,2019,Upper secondary education,1.14
1703,Malaysia,2020,Upper secondary education,1.13
1704,Malaysia,2021,Upper secondary education,1.1
1705,Maldives,1995,Primary education,0.97
1706,Maldives,2005,Primary education,0.98
1707,Maldives,2010,Primary education,0.97
1708,Maldives,2015,Primary education,0.97
1709,Maldives,2019,Primary education,1.03
1710,Maldives,2020,Primary education,1
1711,Maldives,2005,Lower secondary education,1.18
1712,Maldives,2010,Lower secondary education,1.12
1713,Maldives,2015,Lower secondary education,1.03
1714,Maldives,2019,Lower secondary education,0.85
1715,Maldives,2020,Lower secondary education,0.93
1716,Maldives,2019,Upper secondary education,1.26
1717,Mali,1995,Primary education,0.69
1718,Mali,2005,Primary education,0.79
1719,Mali,2010,Primary education,0.86
1720,Mali,2015,Primary education,0.9
1721,Mali,2020,Primary education,0.91
1722,Mali,2005,Lower secondary education,0.63
1723,Mali,2010,Lower secondary education,0.73
1724,Mali,2015,Lower secondary education,0.85
1725,Mali,2020,Lower secondary education,0.91
1726,Mali,2005,Upper secondary education,0.58
1727,Mali,2010,Upper secondary education,0.61
1728,Mali,2015,Upper secondary education,0.69
1729,Mali,2020,Upper secondary education,0.81
1730,Malta,1995,Primary education,0.97
1731,Malta,2005,Primary education,0.98
1732,Malta,2010,Primary education,1
1733,Malta,2015,Primary education,1.01
1734,Malta,2019,Primary education,1.01
1735,Malta,2020,Primary education,1
1736,Malta,2005,Lower secondary education,1.02
1737,Malta,2010,Lower secondary education,0.95
1738,Malta,2015,Lower secondary education,0.99
1739,Malta,2019,Lower secondary education,0.96
1740,Malta,2020,Lower secondary education,0.95
1741,Malta,2005,Upper secondary education,0.83
1742,Malta,2010,Upper secondary education,0.76
1743,Malta,2015,Upper secondary education,1.12
1744,Malta,2019,Upper secondary education,1.03
1745,Malta,2020,Upper secondary education,1.06
1746,Marshall Islands,2005,Primary education,1.25
1747,Marshall Islands,2015,Primary education,0.98
1748,Marshall Islands,2019,Primary education,0.96
1749,Marshall Islands,2020,Primary education,0.96
1750,Marshall Islands,2021,Primary education,0.94
1751,Marshall Islands,2005,Lower secondary education,0.97
1752,Marshall Islands,2015,Lower secondary education,1.05
1753,Marshall Islands,2019,Lower secondary education,1.05
1754,Marshall Islands,2020,Lower secondary education,1.09
1755,Marshall Islands,2021,Lower secondary education,1.03
1756,Marshall Islands,2005,Upper secondary education,1.05
1757,Marshall Islands,2015,Upper secondary education,1.14
1758,Marshall Islands,2019,Upper secondary education,1.11
1759,Marshall Islands,2020,Upper secondary education,1.12
1760,Marshall Islands,2021,Upper secondary education,1.15
1761,Martinique,1995,Primary education,0.98
1762,Mauritania,1995,Primary education,0.84
1763,Mauritania,2005,Primary education,1.03
1764,Mauritania,2010,Primary education,1.05
1765,Mauritania,2015,Primary education,1.05
1766,Mauritania,2019,Primary education,1.06
1767,Mauritania,2020,Primary education,1.07
1768,Mauritania,2005,Lower secondary education,0.89
1769,Mauritania,2010,Lower secondary education,0.89
1770,Mauritania,2015,Lower secondary education,0.95
1771,Mauritania,2019,Lower secondary education,1.05
1772,Mauritania,2020,Lower secondary education,1.07
1773,Mauritania,1995,Upper secondary education,0.52
1774,Mauritania,2005,Upper secondary education,0.86
1775,Mauritania,2010,Upper secondary education,0.78
1776,Mauritania,2015,Upper secondary education,0.87
1777,Mauritania,2019,Upper secondary education,1.05
1778,Mauritania,2020,Upper secondary education,1.06
1779,Mauritius,1995,Primary education,1
1780,Mauritius,2005,Primary education,1
1781,Mauritius,2010,Primary education,1.01
1782,Mauritius,2015,Primary education,1.02
1783,Mauritius,2019,Primary education,1.03
1784,Mauritius,2020,Primary education,1.02
1785,Mauritius,2021,Primary education,1.02
1786,Mauritius,2005,Lower secondary education,1.01
1787,Mauritius,2010,Lower secondary education,1.02
1788,Mauritius,2015,Lower secondary education,0.98
1789,Mauritius,2019,Lower secondary education,0.97
1790,Mauritius,2021,Lower secondary education,0.98
1791,Mauritius,2005,Upper secondary education,0.94
1792,Mauritius,2010,Upper secondary education,1.07
1793,Mauritius,2015,Upper secondary education,1.11
1794,Mauritius,2019,Upper secondary education,1.08
1795,Mauritius,2020,Upper secondary education,1.04
1796,Mauritius,2021,Upper secondary education,1.12
1797,Mexico,1995,Primary education,0.97
1798,Mexico,2005,Primary education,0.98
1799,Mexico,2010,Primary education,0.99
1800,Mexico,2015,Primary education,1
1801,Mexico,2019,Primary education,1.01
1802,Mexico,2020,Primary education,1.01
1803,Mexico,2005,Lower secondary education,1.06
1804,Mexico,2010,Lower secondary education,1.09
1805,Mexico,2015,Lower secondary education,1.1
1806,Mexico,2019,Lower secondary education,1.12
1807,Mexico,2020,Lower secondary education,1.12
1808,Mexico,1995,Upper secondary education,0.96
1809,Mexico,2005,Upper secondary education,1.03
1810,Mexico,2010,Upper secondary education,1.06
1811,Mexico,2015,Upper secondary education,1.02
1812,Mexico,2019,Upper secondary education,1.07
1813,Mexico,2020,Upper secondary education,1.08
1814,Micronesia,2005,Primary education,0.97
1815,Micronesia,2015,Primary education,0.98
1816,Micronesia,2019,Primary education,0.96
1817,Micronesia,2020,Primary education,1
1818,Micronesia,2021,Primary education,1
1819,Micronesia,2005,Lower secondary education,1.1
1820,Micronesia,2015,Lower secondary education,1.02
1821,Micronesia,2019,Lower secondary education,1.11
1822,Micronesia,2020,Lower secondary education,1.09
1823,Micronesia,2021,Lower secondary education,1.05
1824,Micronesia,2005,Upper secondary education,1.07
1825,Monaco,2019,Primary education,1.01
1826,Monaco,2020,Primary education,1.07
1827,Monaco,2021,Primary education,1.05
1828,Monaco,2019,Lower secondary education,1.09
1829,Monaco,2020,Lower secondary education,1.07
1830,Monaco,2021,Lower secondary education,1.06
1831,Monaco,2019,Upper secondary education,1
1832,Monaco,2020,Upper secondary education,0.97
1833,Monaco,2021,Upper secondary education,0.99
1834,Mongolia,1995,Primary education,1.03
1835,Mongolia,2005,Primary education,1
1836,Mongolia,2010,Primary education,0.98
1837,Mongolia,2015,Primary education,0.98
1838,Mongolia,2019,Primary education,0.98
1839,Mongolia,2020,Primary education,0.98
1840,Mongolia,2021,Primary education,0.98
1841,Mongolia,2005,Lower secondary education,1.06
1842,Mongolia,2010,Lower secondary education,1.04
1843,Mongolia,2019,Lower secondary education,1.01
1844,Mongolia,2020,Lower secondary education,1
1845,Mongolia,2021,Lower secondary education,1
1846,Mongolia,1995,Upper secondary education,1.74
1847,Mongolia,2005,Upper secondary education,1.22
1848,Mongolia,2010,Upper secondary education,1.13
1849,Mongolia,2015,Upper secondary education,1.06
1850,Mongolia,2019,Upper secondary education,1
1851,Mongolia,2020,Upper secondary education,1.05
1852,Mongolia,2021,Upper secondary education,1.05
1853,Montenegro,2005,Primary education,1.02
1854,Montenegro,2010,Primary education,1
1855,Montenegro,2015,Primary education,1
1856,Montenegro,2019,Primary education,1
1857,Montenegro,2020,Primary education,1
1858,Montenegro,2021,Primary education,1
1859,Montenegro,2005,Lower secondary education,1
1860,Montenegro,2010,Lower secondary education,1.01
1861,Montenegro,2015,Lower secondary education,1.02
1862,Montenegro,2019,Lower secondary education,1.02
1863,Montenegro,2020,Lower secondary education,1
1864,Montenegro,2021,Lower secondary education,1
1865,Montenegro,2005,Upper secondary education,1.07
1866,Montenegro,2010,Upper secondary education,1.06
1867,Montenegro,2015,Upper secondary education,1.01
1868,Montenegro,2019,Upper secondary education,1.02
1869,Montenegro,2020,Upper secondary education,1.04
1870,Montenegro,2021,Upper secondary education,1.04
1871,Montserrat,1995,Primary education,0.97
1872,Montserrat,2005,Primary education,0.93
1873,Montserrat,2010,Primary education,0.99
1874,Montserrat,2015,Primary education,0.99
1875,Montserrat,2019,Primary education,1.14
1876,Montserrat,2005,Lower secondary education,0.97
1877,Montserrat,2019,Lower secondary education,1.14
1878,Montserrat,2005,Upper secondary education,1.2
1879,Montserrat,2019,Upper secondary education,0.99
